physician_specialty,patient_volume,eligible_patients,research_interest,distance_to_site,active_trials,coordinator_load,screen_failure_rate,historical_enrollment,site_experience,visit_burden,eligibility_strictness,specialty_match,geographic_score,site_burden,capacity_score,patient_fit,match_score,match_label,match_score_noisy,physician_id,site_id,study_id,predicted_match,predicted_match_label
ENT,813,43,3,1,7,10,0.3060768904552855,0.4262232489179015,6,8,3,1.0,0.98,0.23731385090152834,0.3250745683734336,0.05289052890528905,0.4975061608108561,0,0.5940553711669111,PHY1482,SITE207,CRSsNP-001,0,Weak Match
Allergy,341,25,2,1,8,21,0.409861047917207,0.31382825304396444,8,8,7,0.7,0.98,0.5405512076240339,0.14418801187450858,0.07331378299120235,0.36111092736029893,0,0.3579537103500618,PHY1483,SITE208,CRSsNP-001,0,Weak Match
Allergy,964,175,7,42,7,39,0.324857901531034,0.8380479299446468,8,12,9,0.7,0.16000000000000003,0.9711102306839504,0.02421101137189373,0.18153526970954356,0.3141149966333696,0,0.2675938443902707,PHY1484,SITE209,CRSsNP-001,0,Weak Match
PrimaryCare,101,8,3,42,5,21,0.3210815560182161,0.42642399904494377,5,5,2,0.3,0.16000000000000003,0.48616045901651983,0.21911351193359388,0.07920792079207921,0.23600863668308664,0,0.1836380458184442,PHY1485,SITE210,CRSsNP-001,0,Weak Match
ENT,324,32,3,21,7,6,0.14589678333527678,0.43652032616187797,5,8,7,1.0,0.5800000000000001,0.12019160424104586,0.3840542478766573,0.09876543209876543,0.49248304717591823,0,0.4292232935742836,PHY1486,SITE211,CRSsNP-001,0,Weak Match
ENT,900,215,2,15,3,17,0.15045506320646085,0.46776085958707914,6,10,1,1.0,0.7,0.33769809719917326,0.3097989073602729,0.2388888888888889,0.48791219397435953,0,0.5692680220579723,PHY1487,SITE212,CRSsNP-001,0,Weak Match
PrimaryCare,844,136,4,17,5,6,0.311813446008983,0.3764448430172574,7,8,2,0.3,0.6599999999999999,0.10665565270126791,0.33629487257922547,0.16113744075829384,0.3828777694352918,0,0.43327888892110905,PHY1488,SITE213,CRSsNP-001,0,Weak Match
PrimaryCare,688,137,8,22,7,32,0.20754461799160265,0.6835577299088178,7,10,6,0.3,0.56,0.7826016313337998,0.1486043353713481,0.19912790697674418,0.3372426806850757,0,0.272761427313865,PHY1489,SITE214,CRSsNP-001,0,Weak Match
ENT,215,34,1,38,9,30,0.10841476098418745,0.34508577190655193,4,9,5,1.0,0.24,0.7524039398883684,0.08544187752464343,0.15813953488372093,0.32038286523702214,0,0.3310681799539341,PHY1490,SITE215,CRSsNP-001,0,Weak Match
Allergy,765,122,1,35,2,26,0.38913568156008493,0.38052145579581015,6,13,8,0.7,0.30000000000000004,0.5737920679214014,0.16218126278627013,0.15947712418300652,0.29992632681086556,0,0.361168129746011,PHY1491,SITE216,CRSsNP-001,0,Weak Match
ENT,202,13,5,45,4,7,0.11299463867606599,0.6868540359540558,7,14,2,1.0,0.09999999999999998,0.09667971822686013,0.620449181295036,0.06435643564356436,0.5155109733472123,0,0.5134875677768388,PHY1492,SITE217,CRSsNP-001,0,Weak Match
ENT,293,34,5,16,7,39,0.3381107364416218,0.5037963722888656,5,13,1,1.0,0.6799999999999999,0.9724481279550917,0.0138805331859918,0.11604095563139932,0.377541532749539,0,0.35296083261314226,PHY1493,SITE218,CRSsNP-001,0,Weak Match
ENT,265,28,1,8,1,16,0.3156775176509258,0.7247686960207135,5,8,7,1.0,0.84,0.29885411916214183,0.508168585775149,0.10566037735849057,0.49716339957843836,1,0.6092083820023559,PHY1494,SITE219,CRSsNP-001,0,Weak Match
ENT,970,124,6,47,2,28,0.48752587623112176,0.6344548468020852,2,8,6,1.0,0.06000000000000005,0.6342006230667326,0.23208318765249436,0.12783505154639174,0.41095533811042356,0,0.3156880969274809,PHY1495,SITE220,CRSsNP-001,0,Weak Match
Allergy,189,39,1,17,9,9,0.2936852557390567,0.4536127038369079,7,12,8,0.7,0.6599999999999999,0.24111048231093737,0.34424192603242265,0.20634920634920634,0.4173246385626924,0,0.5489536772292001,PHY1496,SITE221,CRSsNP-001,0,Weak Match
ENT,785,97,5,17,7,24,0.12544057455111896,0.6904967702935969,6,14,8,1.0,0.6599999999999999,0.5724095224947886,0.2952498437256454,0.12356687898089172,0.47370073624087317,0,0.47670069668369847,PHY1497,SITE222,CRSsNP-001,0,Weak Match
PrimaryCare,221,31,9,26,7,17,0.3206751871225847,0.3697642081757284,1,8,2,0.3,0.48,0.41545318951850774,0.21614448851933657,0.14027149321266968,0.37975145205518396,0,0.44427295856990984,PHY1498,SITE223,CRSsNP-001,0,Weak Match
PrimaryCare,242,31,5,13,6,16,0.4364384682464406,0.6218462298480183,4,6,8,0.3,0.74,0.3867589868736986,0.38134161200076966,0.128099173553719,0.3786172171012138,0,0.3185865581370975,PHY1499,SITE224,CRSsNP-001,0,Weak Match
Allergy,205,14,6,17,3,17,0.49873971371257597,0.5622888630270209,3,6,6,0.7,0.6599999999999999,0.37285805253222715,0.35263493259820566,0.06829268292682927,0.44631435199812575,0,0.4100351370956602,PHY1500,SITE200,CRSsNP-001,0,Weak Match
Allergy,986,136,8,38,3,14,0.272137269475629,0.4607241496904645,3,5,9,0.7,0.24,0.27426829766469424,0.3343621214618471,0.13793103448275862,0.45792835314658964,0,0.4039305160105996,PHY1501,SITE201,CRSsNP-001,0,Weak Match
ENT,527,46,1,17,2,37,0.22811949699869702,0.6624029986437001,7,9,7,1.0,0.6599999999999999,0.8351545918699631,0.10919409265798102,0.0872865275142315,0.3411449912231578,0,0.33609343227270155,PHY1502,SITE202,CRSsNP-001,0,Weak Match
PrimaryCare,404,35,2,48,6,20,0.46266131878079964,0.8228001554041695,4,10,2,0.3,0.040000000000000036,0.4903580100695651,0.4193335085152521,0.08663366336633663,0.2504893165376781,0,0.2658756235431161,PHY1503,SITE203,CRSsNP-001,0,Weak Match
Allergy,971,66,9,14,4,39,0.17649685163044856,0.8993428198578461,8,13,8,0.7,0.72,0.9107046177550668,0.08030716086844245,0.06797116374871266,0.38898376133536,0,0.4423238611654911,PHY1504,SITE204,CRSsNP-001,0,Weak Match
ENT,416,50,3,45,5,7,0.3461715660131707,0.6646576612460547,9,9,9,1.0,0.09999999999999998,0.13536211100601844,0.5746881971234656,0.1201923076923077,0.48644950524716823,0,0.40087672532872975,PHY1505,SITE205,CRSsNP-001,0,Weak Match
PrimaryCare,734,147,6,6,3,9,0.2622857696723791,0.5428235245975022,3,10,7,0.3,0.88,0.14708404652128804,0.46298284405275364,0.20027247956403268,0.4659562840494301,0,0.4738004809365346,PHY1506,SITE206,CRSsNP-001,0,Weak Match
PrimaryCare,108,11,5,35,6,30,0.11643294598222212,0.43512426012972094,5,10,4,0.3,0.30000000000000004,0.707785089040624,0.12714979693007078,0.10185185185185185,0.24511441344491475,0,0.2898598568423802,PHY1507,SITE207,CRSsNP-001,0,Weak Match
PrimaryCare,873,98,2,46,3,15,0.2389153897222791,0.45425765363706705,4,7,9,0.3,0.07999999999999996,0.2961524347174747,0.31972814352340234,0.11225658648339061,0.26039453185378064,0,0.31450383041199714,PHY1508,SITE208,CRSsNP-001,0,Weak Match
Allergy,172,30,7,14,8,11,0.20609140900106984,0.5876729868898594,6,8,4,0.7,0.72,0.26760085050374666,0.4304111957800559,0.1744186046511628,0.5199268052684272,0,0.49790084118725575,PHY1509,SITE209,CRSsNP-001,0,Weak Match
Allergy,458,40,4,47,9,14,0.37443646157739474,0.5203666207684255,4,5,4,0.7,0.06000000000000005,0.3754521849633257,0.3249938360189379,0.08733624454148471,0.3552876098428262,0,0.3338837999746705,PHY1510,SITE210,CRSsNP-001,0,Weak Match
ENT,322,73,1,8,4,38,0.47951619907676724,0.8482887135749666,8,8,9,1.0,0.84,0.9160570152416955,0.07120788655426517,0.2267080745341615,0.37831289442022387,0,0.3737116674284665,PHY1511,SITE211,CRSsNP-001,0,Weak Match
PrimaryCare,515,79,4,15,9,7,0.2072188749514551,0.5209772805934257,3,5,8,0.3,0.7,0.1819056573987129,0.4262085658772849,0.1533980582524272,0.3954006619986925,0,0.40470329721920534,PHY1512,SITE212,CRSsNP-001,0,Weak Match
PrimaryCare,652,90,6,27,7,12,0.4245863756606727,0.5240667546872613,5,9,4,0.3,0.45999999999999996,0.29975348423389003,0.3669759189986074,0.13803680981595093,0.37392903783032017,0,0.4390589284115658,PHY1513,SITE213,CRSsNP-001,0,Weak Match
ENT,469,75,7,13,3,35,0.12214392677536381,0.5301207074603862,1,12,8,1.0,0.74,0.7891230465270405,0.11179023976217625,0.15991471215351813,0.46242442133811074,0,0.40191963996526003,PHY1514,SITE214,CRSsNP-001,0,Weak Match
ENT,815,67,7,49,7,15,0.31524840401592524,0.801972126220595,6,12,8,1.0,0.020000000000000018,0.36442945622352796,0.5097098603555971,0.08220858895705521,0.4930511736880304,0,0.45373848750770296,PHY1515,SITE215,CRSsNP-001,0,Weak Match
ENT,363,62,7,31,1,11,0.12822002548395783,0.6904729925081412,5,9,7,1.0,0.38,0.15374022699287773,0.584319517907488,0.17079889807162535,0.5871896054001161,0,0.5206190398678445,PHY1516,SITE216,CRSsNP-001,0,Weak Match
PrimaryCare,939,115,3,35,3,6,0.47361319645225575,0.6685013101913356,8,14,6,0.3,0.30000000000000004,0.09270409154469575,0.606528503533609,0.12247071352502663,0.37765296993350894,0,0.39904067418542616,PHY1517,SITE217,CRSsNP-001,0,Weak Match
PrimaryCare,789,181,6,6,6,10,0.40654051222295606,0.5004858134303173,9,6,8,0.3,0.88,0.232313065355915,0.3842164199451717,0.229404309252218,0.4489630547664974,0,0.5040314643795665,PHY1518,SITE218,CRSsNP-001,0,Weak Match
ENT,959,80,8,5,4,36,0.363179964481837,0.7907425060994637,8,10,7,1.0,0.9,0.8538367754263325,0.11557747449896055,0.08342022940563086,0.46858687470856664,0,0.39753853699005265,PHY1519,SITE219,CRSsNP-001,0,Weak Match
Allergy,417,63,4,22,7,24,0.42955855264986575,0.3230183168134207,8,5,5,0.7,0.56,0.6031107736420678,0.12820248985951999,0.1510791366906475,0.35909920478035906,0,0.36353437012516926,PHY1520,SITE220,CRSsNP-001,0,Weak Match
ENT,183,31,8,49,3,38,0.3590079182280653,0.822478303402868,3,11,4,1.0,0.020000000000000018,0.8887487228491355,0.09150176168244527,0.16939890710382513,0.3937752068275318,0,0.4452253688264399,PHY1521,SITE221,CRSsNP-001,0,Weak Match
PrimaryCare,417,23,2,23,1,20,0.48757775886971644,0.6076499398763577,4,8,2,0.3,0.54,0.4171595342189684,0.35416297398935215,0.05515587529976019,0.28690561020091365,0,0.32613295034856526,PHY1522,SITE222,CRSsNP-001,0,Weak Match
PrimaryCare,210,25,9,25,9,29,0.38558317914590867,0.5389501409180477,4,9,8,0.3,0.5,0.7551466400551651,0.13196375284652626,0.11904761904761904,0.3256399913256935,0,0.36427768421895135,PHY1523,SITE223,CRSsNP-001,0,Weak Match
PrimaryCare,350,68,9,34,6,16,0.4698634438328987,0.5983003684306114,5,10,9,0.3,0.31999999999999995,0.39013329764771776,0.36488347271093247,0.19428571428571428,0.4095347933488433,0,0.3500410222041809,PHY1524,SITE224,CRSsNP-001,0,Weak Match
ENT,482,103,8,26,8,11,0.3068527568042552,0.7004493183202987,9,5,4,1.0,0.48,0.27777288789589144,0.5058834883457608,0.21369294605809128,0.5948226453940859,1,0.6332943659399927,PHY1525,SITE200,CRSsNP-001,1,Strong Match
ENT,106,11,1,47,3,21,0.14682576519274507,0.3076592559107384,9,13,4,1.0,0.06000000000000005,0.43828349286933416,0.17281728261659962,0.10377358490566038,0.3376785034628016,0,0.328382227578551,PHY1526,SITE201,CRSsNP-001,0,Weak Match
ENT,558,117,2,5,8,15,0.3112710885692068,0.8229311138749487,1,14,5,1.0,0.9,0.3791707061150901,0.5108997423429068,0.20967741935483872,0.5366822326957821,0,0.5901903234234961,PHY1527,SITE202,CRSsNP-001,0,Weak Match
ENT,183,44,6,26,2,10,0.15074913122523734,0.5680437151868357,8,8,2,1.0,0.48,0.14591940233755596,0.4851551157651678,0.24043715846994534,0.5805483725367643,1,0.6030067002985009,PHY1528,SITE203,CRSsNP-001,0,Weak Match
PrimaryCare,307,67,5,20,4,27,0.33699739167056203,0.5057799118200469,1,12,7,0.3,0.6,0.6240520936333723,0.1901468989310442,0.2182410423452769,0.3251844310091908,0,0.28440939284370675,PHY1529,SITE204,CRSsNP-001,0,Weak Match
PrimaryCare,999,73,9,6,3,31,0.2929972242110652,0.38294733938043424,2,9,5,0.3,0.88,0.7054192112177731,0.11280892929674347,0.07307307307307308,0.3532881330058397,0,0.367228730783565,PHY1530,SITE205,CRSsNP-001,0,Weak Match
PrimaryCare,489,96,5,6,1,10,0.3490301591331127,0.5636792246150653,7,12,6,0.3,0.88,0.15079345803368843,0.4786800851136113,0.19631901840490798,0.45273642582058043,0,0.49366222884320105,PHY1531,SITE206,CRSsNP-001,0,Weak Match
PrimaryCare,413,47,2,18,7,6,0.10401879242193264,0.5977936627706273,8,5,4,0.3,0.64,0.11596394652540568,0.5284711504278679,0.11380145278450363,0.37654819862915895,0,0.35122999517525055,PHY1532,SITE207,CRSsNP-001,0,Weak Match
Allergy,121,29,4,4,2,26,0.17793619666214566,0.5421880166960866,1,12,8,0.7,0.92,0.5524711040357273,0.2426448045170583,0.2396694214876033,0.4451992058717398,0,0.4516393054777871,PHY1533,SITE208,CRSsNP-001,0,Weak Match
Allergy,509,74,9,17,4,24,0.29653217276485233,0.7071960562961384,3,8,8,0.7,0.6599999999999999,0.5442532229433492,0.32230232340413884,0.14538310412573674,0.4873809184179271,0,0.420550439570478,PHY1534,SITE209,CRSsNP-001,0,Weak Match
PrimaryCare,994,74,1,14,9,29,0.48020142463565396,0.5525379172555356,7,6,5,0.3,0.72,0.7646985203354961,0.13001298950097073,0.0744466800804829,0.21514441588676525,0,0.24259601261829922,PHY1535,SITE210,CRSsNP-001,0,Weak Match
PrimaryCare,614,119,1,14,6,19,0.25344361614206334,0.8768505467079442,9,10,6,0.3,0.72,0.44399916568907727,0.4875296355356057,0.19381107491856678,0.3485587792678551,0,0.34574559358655266,PHY1536,SITE211,CRSsNP-001,0,Weak Match
ENT,226,25,7,13,8,33,0.2697488104214539,0.6595665106941552,8,6,3,1.0,0.74,0.8292619671739472,0.11261308855386379,0.11061946902654868,0.4462512882500152,0,0.4919556078814916,PHY1537,SITE212,CRSsNP-001,0,Weak Match
ENT,908,226,3,7,2,12,0.3858784356026489,0.7844867613911455,8,9,1,1.0,0.86,0.22013201397108226,0.6117961106724608,0.2488986784140969,0.5935706903409081,1,0.6196140306347772,PHY1538,SITE213,CRSsNP-001,1,Strong Match
ENT,799,196,2,44,7,37,0.34151710291444726,0.3656135418656873,9,6,9,1.0,0.12,0.9223161168310823,0.02840227967126826,0.2453066332916145,0.316775502574049,0,0.2964168428771382,PHY1539,SITE214,CRSsNP-001,0,Weak Match
PrimaryCare,973,176,9,15,6,26,0.2195704600393333,0.5383747757675434,3,7,9,0.3,0.7,0.6172452248811784,0.2060655162285521,0.18088386433710174,0.38970954684186804,0,0.34739110242434107,PHY1540,SITE215,CRSsNP-001,0,Weak Match
Allergy,113,8,3,19,9,9,0.26432655822697115,0.5021086208682917,8,10,3,0.7,0.62,0.2381466695455412,0.3825331250584032,0.07079646017699115,0.4173910731013743,0,0.3635710647350901,PHY1541,SITE216,CRSsNP-001,0,Weak Match
ENT,111,20,2,43,7,22,0.187079919542893,0.6416894328819551,1,5,4,1.0,0.14,0.5281562341932221,0.30277715848943737,0.18018018018018017,0.3967848533236103,0,0.3714137533511725,PHY1542,SITE217,CRSsNP-001,0,Weak Match
Allergy,186,12,8,47,1,34,0.4864085836520834,0.8166681120368555,8,10,7,0.7,0.06000000000000005,0.7703727330736796,0.18752926655290117,0.06451612903225806,0.3425976122612768,0,0.38695244740056467,PHY1543,SITE218,CRSsNP-001,0,Weak Match
Allergy,623,34,6,44,8,35,0.1522537526229439,0.347002930657204,7,7,2,0.7,0.12,0.8678765218576902,0.04584723412400455,0.05457463884430177,0.27802545435010734,0,0.19021208666490835,PHY1544,SITE219,CRSsNP-001,0,Weak Match
ENT,636,136,6,35,3,14,0.24873471382656778,0.3435448788268265,8,11,3,1.0,0.30000000000000004,0.27190576802089683,0.2501330446997723,0.2138364779874214,0.4962951516347202,0,0.44450891275277365,PHY1545,SITE220,CRSsNP-001,0,Weak Match
ENT,400,36,7,17,2,19,0.11033558888800449,0.8101906248945594,1,6,6,1.0,0.6599999999999999,0.3689810877809101,0.5112456068110696,0.09,0.558851012584123,1,0.601800983916975,PHY1546,SITE221,CRSsNP-001,1,Strong Match
Allergy,342,43,7,35,3,22,0.18871179677341857,0.42771005162301445,6,10,8,0.7,0.30000000000000004,0.4677499072456364,0.2276487146483231,0.12573099415204678,0.4051875007431127,0,0.4716351142306835,PHY1547,SITE222,CRSsNP-001,0,Weak Match
Allergy,221,54,6,19,6,27,0.41218845535206194,0.7012519526698883,7,12,1,0.7,0.62,0.6619282992635453,0.23707344028386892,0.24434389140271492,0.434307830981098,0,0.3851498968199118,PHY1548,SITE223,CRSsNP-001,0,Weak Match
Allergy,246,28,4,20,3,37,0.1804700929155518,0.6257268794164832,5,5,4,0.7,0.6,0.8454870666876693,0.09668289559101188,0.11382113821138211,0.32324315700228096,0,0.2709027033632026,PHY1549,SITE224,CRSsNP-001,0,Weak Match
Allergy,666,72,9,36,5,20,0.13202536101158624,0.7997361569323378,5,13,1,0.7,0.28,0.44183695471421747,0.44638316877850215,0.10810810810810811,0.47511996531130574,0,0.545477977289901,PHY1550,SITE200,CRSsNP-001,0,Weak Match
PrimaryCare,849,198,6,35,6,39,0.28978127193780934,0.37505334590184214,7,9,2,0.3,0.30000000000000004,0.9524264155338029,0.017842632030591117,0.2332155477031802,0.24662977177853296,0,0.24045005080016388,PHY1551,SITE201,CRSsNP-001,0,Weak Match
Allergy,455,32,4,32,8,38,0.10398769389380741,0.37786977943356675,3,9,8,0.7,0.36,0.9387178121497476,0.023156686806181284,0.07032967032967033,0.264341973728679,0,0.21961485477232126,PHY1552,SITE202,CRSsNP-001,0,Weak Match
Allergy,784,158,3,48,7,32,0.13390646177053328,0.6340910161669846,6,9,6,0.7,0.040000000000000036,0.7751677284047477,0.14256412356296502,0.20153061224489796,0.2903787049333427,0,0.3426095994027737,PHY1553,SITE203,CRSsNP-001,0,Weak Match
PrimaryCare,832,206,4,44,8,6,0.42305034782519,0.8678271920150227,7,10,9,0.3,0.12,0.1633135168088132,0.7260992813047321,0.24759615384615385,0.4227875430416036,0,0.44796158287180354,PHY1554,SITE204,CRSsNP-001,0,Weak Match
ENT,730,168,3,40,3,34,0.40858933794384256,0.5489986550224526,1,6,2,1.0,0.19999999999999996,0.792802275648727,0.11375127199256177,0.23013698630136986,0.3660042734089821,0,0.4028369747407473,PHY1555,SITE205,CRSsNP-001,0,Weak Match
ENT,408,73,2,24,4,17,0.4660555281619584,0.496165260152817,2,10,3,1.0,0.52,0.3847012927953483,0.30528984313188795,0.17892156862745098,0.44931823150370553,0,0.4071962524157215,PHY1556,SITE206,CRSsNP-001,0,Weak Match
ENT,794,89,5,17,6,20,0.4418061743642998,0.6640135939187315,4,8,9,1.0,0.6599999999999999,0.4882526461234854,0.33980719962594536,0.11209068010075567,0.48815884533802945,0,0.5069001123919947,PHY1557,SITE207,CRSsNP-001,0,Weak Match
Allergy,387,39,2,7,7,9,0.37327022529592724,0.8582691603270187,8,12,9,0.7,0.86,0.21885919270098067,0.6704290647776989,0.10077519379844961,0.49339369213505413,0,0.5557080001812121,PHY1558,SITE208,CRSsNP-001,0,Weak Match
Allergy,406,86,6,43,9,32,0.12093314292026514,0.8021566997067742,6,13,6,0.7,0.14,0.8041435827065497,0.15710753731250685,0.21182266009852216,0.34796281421647696,0,0.3800025322488879,PHY1559,SITE209,CRSsNP-001,0,Weak Match
Allergy,911,205,3,1,1,24,0.413139447194663,0.897290166439932,1,13,3,0.7,0.98,0.5105966339366881,0.4391368277912121,0.22502744237102085,0.4760245627573288,0,0.5220180586749833,PHY1560,SITE210,CRSsNP-001,0,Weak Match
ENT,693,107,6,35,8,28,0.43820432433622425,0.31354114992142623,5,12,5,1.0,0.30000000000000004,0.7200781264097684,0.08776702613364132,0.1544011544011544,0.40414588118604006,0,0.4743030086841852,PHY1561,SITE211,CRSsNP-001,0,Weak Match
ENT,822,81,9,32,8,31,0.41963285830878183,0.36771488682765735,7,7,2,1.0,0.36,0.7939171386844269,0.07577973602577576,0.09854014598540146,0.43139926983306287,0,0.4527827558208306,PHY1562,SITE212,CRSsNP-001,0,Weak Match
ENT,761,55,1,36,6,34,0.3033916141232105,0.6656806580199732,6,14,7,1.0,0.28,0.8276106790956914,0.11475623657519647,0.07227332457293036,0.3012585105487028,0,0.27300246417957785,PHY1563,SITE213,CRSsNP-001,0,Weak Match
ENT,648,43,6,13,4,31,0.19316073545979268,0.7923458636003099,9,8,8,1.0,0.74,0.7104833069575406,0.22939735417543333,0.06635802469135803,0.45542064631217216,0,0.4992762039887698,PHY1564,SITE214,CRSsNP-001,0,Weak Match
Allergy,451,87,9,6,3,30,0.43813199027549066,0.47114660538405995,8,5,6,0.7,0.88,0.6948328792166151,0.14377845303191922,0.19290465631929046,0.470498566764545,0,0.4152132992195138,PHY1565,SITE215,CRSsNP-001,0,Weak Match
ENT,411,55,4,14,3,11,0.39086512389605543,0.4435266528205313,4,13,8,1.0,0.72,0.2105402510530357,0.350146439986984,0.13381995133819952,0.5144302507266432,0,0.5033142760327577,PHY1566,SITE216,CRSsNP-001,0,Weak Match
ENT,972,224,2,37,6,9,0.49230446975554065,0.7721854796287206,5,9,2,1.0,0.26,0.21573314456744355,0.6055994779190972,0.23045267489711935,0.5131597498513549,0,0.5425637113078129,PHY1567,SITE217,CRSsNP-001,0,Weak Match
PrimaryCare,158,31,4,48,8,27,0.16227703910237318,0.33382911231193896,7,10,3,0.3,0.040000000000000036,0.6669848309389943,0.1111701582740458,0.1962025316455696,0.22858618147230214,0,0.06771723700782123,PHY1568,SITE218,CRSsNP-001,0,Weak Match
ENT,742,65,1,15,7,32,0.19026583322082202,0.5216295885495511,8,7,7,1.0,0.7,0.7808573072590314,0.11431131264811217,0.0876010781671159,0.3516768013454983,0,0.36429996961282163,PHY1569,SITE219,CRSsNP-001,0,Weak Match
Allergy,813,140,3,47,1,38,0.18471925995260108,0.6034855335553979,5,14,1,0.7,0.06000000000000005,0.8408684386743767,0.09603359519209732,0.17220172201722017,0.2691703056752868,0,0.2841516092716773,PHY1570,SITE220,CRSsNP-001,0,Weak Match
Allergy,854,117,9,4,6,19,0.41701590704853475,0.6362092046101941,9,12,7,0.7,0.92,0.46051207957615037,0.3432271807496651,0.13700234192037472,0.5238448136724116,0,0.4670480675942978,PHY1571,SITE221,CRSsNP-001,0,Weak Match
ENT,134,22,5,40,7,36,0.17476291858004728,0.7371690940756661,4,11,6,1.0,0.19999999999999996,0.8802440401984557,0.0882803923970663,0.16417910447761194,0.3656764505789707,0,0.3819694801664364,PHY1572,SITE222,CRSsNP-001,0,Weak Match
Allergy,544,107,6,16,7,30,0.12666393192932246,0.512907434058395,4,5,8,0.7,0.6799999999999999,0.7239606922453145,0.14158261303971137,0.19669117647058823,0.4030932475010579,0,0.4125906725638608,PHY1573,SITE223,CRSsNP-001,0,Weak Match
PrimaryCare,192,40,3,28,9,35,0.4994243226342515,0.6676106068047644,8,14,7,0.3,0.43999999999999995,0.9180667757465839,0.05469948956129395,0.20833333333333334,0.22021655367093373,0,0.22191514269011578,PHY1574,SITE224,CRSsNP-001,0,Weak Match
PrimaryCare,306,66,5,16,5,23,0.10992688457805966,0.6512252536745738,1,9,4,0.3,0.6799999999999999,0.5153199090111358,0.31563591520523865,0.21568627450980393,0.36851676076738515,0,0.42798845095547733,PHY1575,SITE200,CRSsNP-001,0,Weak Match
ENT,452,45,8,4,1,13,0.43409762406354624,0.6285696603922484,8,14,3,1.0,0.92,0.2350950048413765,0.48079607303919036,0.09955752212389381,0.6095390946546739,1,0.653484562480534,PHY1576,SITE201,CRSsNP-001,1,Strong Match
PrimaryCare,431,24,6,45,2,33,0.24614673662026113,0.6842899758853274,5,13,3,0.3,0.09999999999999998,0.7360226940300519,0.18063702433644943,0.05568445475638051,0.2364462491533798,0,0.26844539168904685,PHY1577,SITE202,CRSsNP-001,0,Weak Match
ENT,916,181,4,26,4,8,0.43664618390312615,0.4556695026408458,1,10,4,1.0,0.48,0.1545908626818657,0.3852271611297808,0.19759825327510916,0.5189859092765469,0,0.4677748328144037,PHY1578,SITE203,CRSsNP-001,0,Weak Match
ENT,961,68,2,28,5,7,0.321848196484458,0.3507892521507774,4,12,9,1.0,0.43999999999999995,0.13290662356223895,0.3041670370654947,0.07075962539021852,0.4392326514044297,0,0.4383655846452439,PHY1579,SITE204,CRSsNP-001,0,Weak Match
ENT,824,93,9,32,9,33,0.46065249179454404,0.37156300322384606,2,14,9,1.0,0.36,0.8636768005366395,0.050652657401689616,0.11286407766990292,0.4229788708441497,0,0.48220060782944474,PHY1580,SITE205,CRSsNP-001,0,Weak Match
PrimaryCare,258,13,1,45,1,15,0.4704771945658507,0.43474942959234064,4,5,2,0.3,0.09999999999999998,0.28924347711260145,0.3090009929043319,0.050387596899224806,0.23047275009441243,0,0.21973965901034778,PHY1581,SITE206,CRSsNP-001,0,Weak Match
ENT,123,22,1,2,3,37,0.1036392725123104,0.6001187613136711,8,14,5,1.0,0.96,0.8377308586272384,0.09738075612005469,0.17886178861788618,0.39141851251575865,0,0.46913161348643717,PHY1582,SITE207,CRSsNP-001,0,Weak Match
ENT,503,41,4,31,5,15,0.13016487039711533,0.8042656503276122,5,11,1,1.0,0.38,0.3154594101705285,0.5505524826548471,0.08151093439363817,0.49694228911232613,0,0.5304019594324012,PHY1583,SITE208,CRSsNP-001,0,Weak Match
Allergy,904,163,7,3,3,31,0.2001434918283422,0.7207760052530305,1,7,4,0.7,0.94,0.6960454616760127,0.21908313791169276,0.18030973451327434,0.4582895150430558,0,0.5437675431876681,PHY1584,SITE209,CRSsNP-001,0,Weak Match
ENT,615,152,1,8,4,37,0.3677261665454007,0.7734243625212283,7,13,2,1.0,0.84,0.8795336675568006,0.09317159637515184,0.24715447154471545,0.39146957040552915,0,0.33810295925628964,PHY1585,SITE210,CRSsNP-001,0,Weak Match
ENT,831,53,9,24,3,25,0.45530887860460245,0.5105853743556549,1,10,8,1.0,0.52,0.5703771919593214,0.21935912227517756,0.06377858002406739,0.48977875026512024,0,0.48204587333388493,PHY1586,SITE211,CRSsNP-001,0,Weak Match
ENT,463,30,4,15,4,35,0.2839767805175851,0.5427922449891301,9,9,4,1.0,0.7,0.8206031281011859,0.09737523084198473,0.06479481641468683,0.38361343746195015,0,0.38060688631154754,PHY1587,SITE212,CRSsNP-001,0,Weak Match
ENT,481,56,3,43,1,6,0.3427892465097062,0.5362091315943678,3,12,5,1.0,0.14,0.049211647033065124,0.5098213970744394,0.11642411642411643,0.4851491438176105,0,0.5154578091393707,PHY1588,SITE213,CRSsNP-001,0,Weak Match
ENT,631,140,1,31,8,31,0.17539994111822446,0.41512391064270093,3,12,4,1.0,0.38,0.7692613910171013,0.09578511369723794,0.2218700475435816,0.3506983955236329,0,0.3137685164295073,PHY1589,SITE214,CRSsNP-001,0,Weak Match
ENT,251,23,4,9,4,15,0.42198673355267413,0.3367299948861432,6,7,5,1.0,0.8200000000000001,0.32977657966552,0.22568432890180284,0.09163346613545817,0.4770675743476731,0,0.3966872223458492,PHY1590,SITE215,CRSsNP-001,0,Weak Match
